id,status,startDate,registrationDate,dob,gender,city,region,numberOfChildren,isMarried,hasDisability
9952,مفعل,2022-05-08 00:00:00,2022-01-27 10:27:58,1994-06-24 00:00:00,1,الدوادمي,حائل,2,1,0
9953,مفعل,2022-05-17 00:00:00,2022-05-11 20:06:00,2000-06-23 00:00:00,1,الشماسية,القصيم,3,0,0
9954,مفعل,2022-05-18 00:00:00,2022-02-08 23:12:42,1997-11-02 00:00:00,1,شقراء,الرياض,2,0,0
9955,مفعل,2022-05-18 00:00:00,2022-05-15 20:19:14,1990-02-21 00:00:00,1,الخبراء,القصيم,3,1,0
9956,مفعل,2022-05-08 00:00:00,2022-01-01 09:13:22,1986-09-12 00:00:00,1,الدوادمي,حائل,2,1,0
9957,مفعل,2022-05-15 00:00:00,2022-01-22 18:40:58,1984-09-16 00:00:00,1,الدوادمي,حائل,2,0,0
9958,مفعل,2022-05-22 00:00:00,2022-05-15 09:35:44,1993-03-12 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
9959,مفعل,2022-05-08 00:00:00,2022-03-27 11:36:27,1997-04-17 00:00:00,1,الدمام,المنطقة الشرقية,3,0,0
9960,مفعل,2022-05-08 00:00:00,2022-01-19 02:04:14,1991-06-13 00:00:00,1,عنيزة,القصيم,2,0,0
9961,مفعل,2022-05-14 00:00:00,2022-02-20 01:25:05,1993-06-19 00:00:00,1,الحائر (امارة الرياض),الرياض,3,0,0
9962,مفعل,2022-05-08 00:00:00,2022-02-04 10:28:04,1995-09-21 00:00:00,1,ثول,مكة المكرمة,3,0,0
9963,مفعل,2022-05-15 00:00:00,2022-02-07 18:56:18,1982-08-02 00:00:00,1,مكة المكرمة,مكة المكرمة,3,0,0
9964,مفعل,2022-05-08 00:00:00,2022-04-20 17:38:40,1997-06-11 00:00:00,1,ثول,مكة المكرمة,2,1,0
9965,مفعل,2022-06-08 00:00:00,2022-02-02 14:05:04,1984-09-13 00:00:00,1,العضيلية (الأحساء),المنطقة الشرقية,2,1,0
9966,مفعل,2022-06-19 00:00:00,2022-02-19 16:00:09,1996-08-25 00:00:00,1,المدينة المنورة,المدينة المنورة,3,0,0
9967,مفعل,2022-06-12 00:00:00,2022-02-14 12:10:27,1996-05-11 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
9968,مفعل,2022-06-19 00:00:00,2022-05-29 17:40:45,1993-07-28 00:00:00,1,جدة,مكة المكرمة,1,0,0
9969,مفعل,2022-06-12 00:00:00,2022-05-25 19:08:12,1992-10-13 00:00:00,1,حائل,حائل,3,0,0
9970,مفعل,2022-06-08 00:00:00,2022-01-18 18:18:00,1991-08-02 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
9971,مفعل,2022-06-05 00:00:00,2022-05-11 14:17:33,1993-04-01 00:00:00,1,الدوادمي,حائل,1,1,0
9972,مفعل,2022-06-14 00:00:00,2022-06-13 12:42:00,1991-05-07 00:00:00,1,الدوادمي,حائل,2,0,0
9973,مفعل,2022-06-01 00:00:00,2022-03-03 20:20:57,1994-12-22 00:00:00,1,الرياض,الرياض,3,0,0
9974,مفعل,2022-06-16 00:00:00,2022-03-17 13:25:15,1993-10-01 00:00:00,1,الجرير (امارة القصيم),القصيم,1,1,0
9975,مفعل,2022-06-20 00:00:00,2022-01-26 23:26:57,1995-05-27 00:00:00,1,طريف,الحدود الشمالية,2,1,0
9976,مفعل,2022-06-08 00:00:00,2022-02-15 22:38:53,1986-04-25 00:00:00,1,الشماسية,القصيم,2,1,0
9977,مفعل,2022-06-12 00:00:00,2022-06-09 09:48:07,1983-02-14 00:00:00,1,الدوادمي,حائل,3,0,0
9978,مفعل,2022-06-12 00:00:00,2022-04-29 16:30:20,1997-01-04 00:00:00,1,الرياض,الرياض,2,0,0
9979,مفعل,2022-06-19 00:00:00,2022-02-15 14:11:13,1991-10-14 00:00:00,1,حفر الباطن,المنطقة الشرقية,3,0,0
9980,مفعل,2022-06-08 00:00:00,2022-01-24 18:06:07,1987-09-02 00:00:00,1,بلاقة,مكة المكرمة,3,0,0
9981,مفعل,2022-06-30 00:00:00,2022-04-09 12:34:44,1991-02-20 00:00:00,1,تاروت,المنطقة الشرقية,3,1,0
9982,مفعل,2022-06-19 00:00:00,2022-05-07 19:31:54,1989-06-02 00:00:00,1,المبنى,مكة المكرمة,2,1,0
9983,مفعل,2022-08-01 00:00:00,2022-02-05 13:38:37,1991-08-16 00:00:00,1,طلالا,,3,1,0
9984,مفعل,2022-08-29 00:00:00,2022-08-25 09:42:28,1993-05-20 00:00:00,1,الرياض,الرياض,2,0,0
9985,مفعل,2022-08-28 00:00:00,2022-03-21 09:54:51,1995-03-14 00:00:00,1,حفر الباطن,المنطقة الشرقية,2,0,0
9986,مفعل,2022-08-31 00:00:00,2022-04-09 12:34:44,1991-02-20 00:00:00,1,تاروت,المنطقة الشرقية,3,1,0
9987,مفعل,2022-08-28 00:00:00,2022-01-09 16:35:44,1998-09-14 00:00:00,1,الهفوف,المنطقة الشرقية,3,0,0
9988,مفعل,2022-08-29 00:00:00,2022-08-29 14:14:53,1994-07-13 00:00:00,1,الخبر,المنطقة الشرقية,3,1,0
9989,مفعل,2022-08-28 00:00:00,2022-07-18 18:39:29,1990-11-19 00:00:00,1,الدوادمي,حائل,3,1,0
9990,مفعل,2022-08-28 00:00:00,2022-05-20 13:05:51,1996-03-04 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
9991,مفعل,2022-08-07 00:00:00,2022-07-17 12:35:06,1991-02-04 00:00:00,1,الوجه,تبوك,3,1,0
9992,مفعل,2022-08-31 00:00:00,2022-03-07 09:56:01,1993-08-25 00:00:00,1,حفرة نساح,الرياض,2,0,0
9993,مفعل,2022-08-07 00:00:00,2022-07-26 03:54:01,1992-03-05 00:00:00,1,الخبر,المنطقة الشرقية,1,0,0
9994,مفعل,2022-08-28 00:00:00,2022-08-11 11:31:55,1986-03-29 00:00:00,1,الجبيل,المنطقة الشرقية,2,0,0
9995,مفعل,2022-08-21 00:00:00,2022-05-17 09:04:19,1995-04-25 00:00:00,1,,,2,0,0
9996,مفعل,2022-08-09 00:00:00,2022-08-06 14:46:41,1997-08-08 00:00:00,1,الدوادمي,حائل,1,0,0
9997,مفعل,2022-08-28 00:00:00,2022-03-11 12:37:03,1987-03-11 00:00:00,1,الرياض,الرياض,2,0,0
9998,مفعل,2022-08-28 00:00:00,2022-02-14 08:06:23,1993-01-21 00:00:00,1,الهفوف,المنطقة الشرقية,2,0,0
9999,مفعل,2022-08-31 00:00:00,2022-07-16 21:08:56,1995-03-03 00:00:00,1,الهفوف,المنطقة الشرقية,2,0,0
10000,مفعل,2022-08-28 00:00:00,2022-01-17 00:22:20,1990-05-27 00:00:00,1,القطيف,المنطقة الشرقية,2,1,0
10001,مفعل,2022-08-28 00:00:00,2022-08-17 03:23:01,1992-08-08 00:00:00,1,عنيزة,القصيم,1,0,0
10002,مفعل,2022-08-28 00:00:00,2022-07-29 03:04:00,1981-12-11 00:00:00,1,الخبر,المنطقة الشرقية,3,1,0
10003,مفعل,2022-08-28 00:00:00,2022-05-23 13:13:05,1995-06-28 00:00:00,1,الجفدور,المدينة المنورة,2,1,0
10004,مفعل,2022-08-28 00:00:00,2022-08-16 21:45:44,1993-08-26 00:00:00,1,العزيزية,المنطقة الشرقية,2,0,0
10005,مفعل,2022-08-07 00:00:00,2022-08-01 10:51:48,1987-03-07 00:00:00,1,المبنى,مكة المكرمة,2,0,0
10006,مفعل,2022-08-30 00:00:00,2022-03-29 11:56:27,1984-11-18 00:00:00,1,الدوادمي,حائل,1,1,0
10007,مفعل,2022-08-28 00:00:00,2022-02-14 14:12:41,1990-08-20 00:00:00,1,المدينة المنورة,المدينة المنورة,3,0,0
10008,مفعل,2022-08-30 00:00:00,2022-08-15 07:04:53,1997-12-12 00:00:00,1,العزيزية,المنطقة الشرقية,2,0,0
10009,مفعل,2022-08-27 00:00:00,2022-08-21 18:13:29,1993-11-24 00:00:00,1,الخبراء,القصيم,2,1,0
10010,مفعل,2022-08-23 00:00:00,2022-03-22 12:35:15,1983-10-20 00:00:00,1,الدوادمي,حائل,2,1,0
10011,مفعل,2022-08-28 00:00:00,2022-08-07 22:24:28,1978-06-06 00:00:00,1,الرياض,الرياض,2,0,0
10012,مفعل,2022-08-31 00:00:00,2022-04-16 02:55:07,1993-06-07 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
10013,مفعل,2022-08-28 00:00:00,2022-04-13 10:46:33,1991-08-26 00:00:00,1,خميس مشيط,عسير,2,0,0
10014,مفعل,2022-08-29 00:00:00,2022-04-18 00:12:14,1988-08-10 00:00:00,1,المدينة المنورة,المدينة المنورة,2,0,0
10015,مفعل,2022-08-29 00:00:00,2022-03-19 13:49:22,1979-03-29 00:00:00,1,الخرج,الرياض,2,1,0
10016,مفعل,2022-08-29 00:00:00,2022-04-25 02:13:17,1987-08-13 00:00:00,1,جدة,مكة المكرمة,2,0,0
10017,مفعل,2022-08-07 00:00:00,2022-02-07 15:46:04,1995-01-13 00:00:00,1,الدوادمي,حائل,2,1,0
10018,مفعل,2022-08-01 00:00:00,2022-05-25 00:09:48,1982-09-27 00:00:00,1,رأس تنورة,المنطقة الشرقية,3,1,0
10019,مفعل,2022-08-18 00:00:00,2022-08-15 13:37:34,1990-08-22 00:00:00,1,الدوادمي,حائل,3,0,0
10020,مفعل,2022-08-07 00:00:00,2022-08-01 23:09:29,1992-05-29 00:00:00,1,جدة,مكة المكرمة,2,0,0
10021,مفعل,2022-08-28 00:00:00,2022-08-21 11:48:06,1994-07-08 00:00:00,1,جدة,مكة المكرمة,2,0,0
10022,مفعل,2022-08-10 00:00:00,2022-08-01 20:17:01,1993-02-05 00:00:00,1,الدوادمي,حائل,2,1,0
10023,مفعل,2022-08-01 00:00:00,2022-07-06 11:45:46,1987-01-25 00:00:00,1,الدوادمي,حائل,2,1,0
10024,مفعل,2022-08-15 00:00:00,2022-01-12 11:11:10,1994-11-13 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
10025,مفعل,2022-08-28 00:00:00,2022-07-27 21:59:45,1990-06-04 00:00:00,1,الدوادمي,حائل,4,1,0
10026,مفعل,2022-08-17 00:00:00,2022-08-11 11:30:47,1994-11-02 00:00:00,1,الدوادمي,حائل,2,0,0
10027,مفعل,2022-08-30 00:00:00,2022-05-31 12:26:19,1987-12-23 00:00:00,1,حفر الباطن,المنطقة الشرقية,2,0,0
10028,مفعل,2022-08-01 00:00:00,2022-07-30 22:22:02,1990-08-08 00:00:00,1,الرياض,الرياض,2,0,0
10029,مفعل,2022-08-28 00:00:00,2022-08-25 09:44:05,1994-11-22 00:00:00,1,الدوادمي,حائل,3,1,0
10030,مفعل,2022-08-31 00:00:00,2022-08-28 19:08:56,1991-07-29 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
10031,مفعل,2022-09-28 00:00:00,2022-04-17 05:49:25,1989-11-08 00:00:00,1,جدة,مكة المكرمة,3,0,0
10032,مفعل,2022-09-08 00:00:00,2022-09-03 12:45:16,1987-01-01 00:00:00,1,الرياض,الرياض,1,0,0
10033,مفعل,2022-09-25 00:00:00,2022-05-23 13:06:26,1984-12-05 00:00:00,1,الدوادمي,حائل,2,0,0
10034,مفعل,2022-09-29 00:00:00,2022-06-24 17:37:34,1983-03-12 00:00:00,1,العزيزية,المنطقة الشرقية,2,1,0
10035,مفعل,2022-09-10 00:00:00,2022-08-22 23:58:04,1987-02-03 00:00:00,1,ثول,مكة المكرمة,2,1,0
10036,مفعل,2022-09-18 00:00:00,2022-03-28 19:31:45,1990-12-19 00:00:00,1,جدة,مكة المكرمة,2,0,0
10037,مفعل,2022-09-11 00:00:00,2022-09-01 10:38:41,1985-05-03 00:00:00,1,القطيف,المنطقة الشرقية,2,1,0
10038,مفعل,2022-09-27 00:00:00,2022-09-19 17:32:25,1994-07-07 00:00:00,1,الدوادمي,حائل,3,1,0
10039,مفعل,2022-09-03 00:00:00,2022-08-31 12:51:11,1987-07-30 00:00:00,1,جدة,مكة المكرمة,2,0,0
10040,مفعل,2022-09-26 00:00:00,2022-09-18 14:34:09,1988-12-15 00:00:00,1,حفرة نساح,الرياض,2,1,0
10041,مفعل,2022-07-03 00:00:00,2022-05-24 02:33:37,1994-10-01 00:00:00,1,الرياض,الرياض,3,0,0
10042,مفعل,2022-07-27 00:00:00,2022-06-22 00:38:04,1991-03-09 00:00:00,1,الرياض,الرياض,3,0,0
10043,مفعل,2022-08-09 00:00:00,2022-05-15 22:13:12,1984-03-03 00:00:00,1,الرياض,الرياض,2,0,0
10044,مفعل,2022-08-04 00:00:00,2022-03-20 12:10:21,1994-11-28 00:00:00,1,حائل,حائل,3,0,0
10045,مفعل,2022-08-28 00:00:00,2022-01-17 07:22:18,1990-01-08 00:00:00,1,الرياض,الرياض,3,0,0
10046,مفعل,2022-08-09 00:00:00,2022-07-30 18:16:33,1991-01-13 00:00:00,1,حقل,تبوك,3,1,0
10047,مفعل,2022-08-28 00:00:00,2022-08-06 14:57:16,1985-12-02 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
10048,مفعل,2022-08-30 00:00:00,2022-08-28 11:19:17,1993-07-10 00:00:00,1,الرياض,الرياض,2,0,0
10049,مفعل,2022-08-29 00:00:00,2022-08-23 22:34:52,1984-01-09 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
10050,مفعل,2022-08-21 00:00:00,2022-03-21 18:05:19,1992-01-17 00:00:00,1,الرياض,الرياض,3,0,0
10051,مفعل,2022-08-29 00:00:00,2022-07-23 18:58:48,1997-08-24 00:00:00,1,الدوادمي,حائل,2,0,0
10052,مفعل,2022-08-17 00:00:00,2022-01-05 13:13:54,1996-07-24 00:00:00,1,الدوادمي,حائل,2,1,0
10053,مفعل,2022-08-09 00:00:00,2022-07-30 18:16:33,1991-01-13 00:00:00,1,حقل,تبوك,3,1,0
10054,مفعل,2022-08-18 00:00:00,2022-03-03 22:36:49,1991-11-27 00:00:00,1,الدوادمي,حائل,2,1,0
10055,مفعل,2022-08-30 00:00:00,2022-01-27 13:54:35,1991-03-13 00:00:00,1,حائل,حائل,3,0,0
10056,مفعل,2022-08-28 00:00:00,2022-08-21 19:00:30,1981-04-11 00:00:00,1,الحائر (امارة الرياض),الرياض,2,1,0
10057,مفعل,2022-08-16 00:00:00,2022-01-10 16:18:22,1984-06-18 00:00:00,1,الرياض,الرياض,3,0,0
10058,مفعل,2022-08-24 00:00:00,2022-03-14 13:38:31,1982-06-09 00:00:00,1,حفرة نساح,الرياض,3,1,0
10059,مفعل,2022-08-28 00:00:00,2022-08-18 02:10:33,1990-03-21 00:00:00,1,الدوادمي,حائل,3,1,0
10060,مفعل,2022-08-22 00:00:00,2022-01-10 13:07:17,1989-11-07 00:00:00,1,جدة,مكة المكرمة,2,0,0
10061,مفعل,2022-08-29 00:00:00,2022-06-14 20:51:33,1989-08-03 00:00:00,1,ثول,مكة المكرمة,2,1,0
10062,مفعل,2022-08-28 00:00:00,2022-07-24 10:10:44,1992-04-26 00:00:00,1,النعايم,القصيم,3,0,0
10063,مفعل,2022-08-28 00:00:00,2022-08-12 02:45:34,1984-01-30 00:00:00,1,عنيزة,القصيم,2,1,0
10064,مفعل,2022-08-25 00:00:00,2022-08-19 09:59:21,1993-07-01 00:00:00,1,المدينة المنورة,المدينة المنورة,2,0,0
10065,مفعل,2022-08-28 00:00:00,2022-05-07 21:51:14,1992-02-07 00:00:00,1,الجرير (امارة القصيم),القصيم,2,0,0
10066,مفعل,2022-08-28 00:00:00,2022-07-26 10:43:24,1988-03-18 00:00:00,1,المبنى,مكة المكرمة,2,1,0
10067,مفعل,2022-08-28 00:00:00,2022-07-26 15:01:18,1994-10-30 00:00:00,1,جدة,مكة المكرمة,2,0,0
10068,مفعل,2022-08-28 00:00:00,2022-08-03 20:24:42,1987-05-19 00:00:00,1,الخبراء,القصيم,3,1,0
10069,مفعل,2022-08-14 00:00:00,2022-05-24 20:16:25,1981-07-13 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
10070,مفعل,2022-08-17 00:00:00,2022-06-06 11:16:47,1994-08-16 00:00:00,1,رأس تنورة,المنطقة الشرقية,3,0,0
10071,مفعل,2022-08-01 00:00:00,2022-07-17 09:10:29,1991-07-20 00:00:00,1,الخبر,المنطقة الشرقية,2,0,0
10072,مفعل,2022-08-28 00:00:00,2022-08-21 19:47:13,1991-12-05 00:00:00,1,القريات,الجوف,2,0,0
10073,مفعل,2022-08-28 00:00:00,2022-08-28 13:55:23,1996-12-28 00:00:00,1,الرياض,الرياض,2,0,0
10074,مفعل,2022-08-25 00:00:00,2022-07-21 11:52:44,1997-02-04 00:00:00,1,الهفوف,المنطقة الشرقية,2,1,0
10075,مفعل,2022-08-30 00:00:00,2022-01-16 17:16:21,1991-01-19 00:00:00,1,الجبيل,المنطقة الشرقية,2,0,0
10076,مفعل,2022-08-29 00:00:00,2022-02-17 16:48:58,1996-10-22 00:00:00,1,حفرة نساح,الرياض,2,0,0
10077,مفعل,2022-08-28 00:00:00,2022-03-28 12:12:55,1996-09-04 00:00:00,1,رفحاء,الحدود الشمالية,2,0,0
10078,مفعل,2022-08-25 00:00:00,2022-05-08 11:53:07,1993-03-14 00:00:00,1,المدينة المنورة,المدينة المنورة,3,0,0
10079,مفعل,2022-08-31 00:00:00,2022-08-28 18:23:48,1985-10-07 00:00:00,1,القريات,الجوف,3,0,0
10080,مفعل,2022-08-31 00:00:00,2022-08-24 20:35:38,1996-08-03 00:00:00,1,القطيف,المنطقة الشرقية,2,1,0
10081,مفعل,2022-08-28 00:00:00,2022-01-17 22:42:38,1992-02-12 00:00:00,1,الدوادمي,حائل,2,0,0
10082,مفعل,2022-08-30 00:00:00,2022-08-23 08:44:59,1997-05-12 00:00:00,1,جدة,مكة المكرمة,2,0,0
10083,مفعل,2022-08-28 00:00:00,2022-05-03 13:23:47,1989-05-03 00:00:00,1,الدوادمي,حائل,2,1,0
10084,مفعل,2022-08-28 00:00:00,2022-07-22 18:06:28,1990-10-05 00:00:00,1,الدوادمي,حائل,3,1,0
10085,مفعل,2022-08-22 00:00:00,2022-08-03 18:32:42,1997-08-19 00:00:00,1,العزيزية,المنطقة الشرقية,2,0,0
10086,مفعل,2022-08-29 00:00:00,2022-08-23 14:55:00,1997-01-06 00:00:00,1,الرياض,الرياض,2,0,0
10087,مفعل,2022-08-02 00:00:00,2022-05-31 16:14:49,1994-06-11 00:00:00,1,الرياض,الرياض,2,0,0
10088,مفعل,2022-08-31 00:00:00,2022-08-28 16:20:42,1981-12-16 00:00:00,1,المجازيع,جازان,3,1,0
10089,مفعل,2022-08-21 00:00:00,2022-02-05 02:32:48,1986-08-10 00:00:00,1,الخبر,المنطقة الشرقية,3,1,0
10090,مفعل,2022-08-29 00:00:00,2022-06-05 10:47:47,1979-07-19 00:00:00,1,الدوادمي,حائل,2,0,0
10091,مفعل,2022-08-09 00:00:00,2022-05-23 00:06:43,1987-11-05 00:00:00,1,الدمام,المنطقة الشرقية,3,0,0
10092,مفعل,2022-08-17 00:00:00,2022-02-14 19:32:31,1995-01-23 00:00:00,1,الرياض,الرياض,2,0,0
10093,مفعل,2022-08-10 00:00:00,2022-08-02 15:39:46,1987-10-04 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
10094,مفعل,2022-08-14 00:00:00,2022-08-08 09:21:55,1992-11-20 00:00:00,1,عروى,الرياض,2,0,0
10095,مفعل,2022-08-16 00:00:00,2022-06-05 22:24:01,1983-10-15 00:00:00,1,الدوادمي,حائل,2,1,0
10096,مفعل,2022-08-28 00:00:00,2022-06-18 00:24:03,1995-05-08 00:00:00,1,حفر الباطن,المنطقة الشرقية,2,0,0
10097,مفعل,2022-08-28 00:00:00,2022-05-26 15:44:16,1993-01-08 00:00:00,1,جدة,مكة المكرمة,3,0,0
10098,مفعل,2022-08-29 00:00:00,2022-07-30 21:54:36,1992-03-26 00:00:00,1,تبوك,تبوك,3,0,0
10099,مفعل,2022-09-19 00:00:00,2022-09-06 02:35:23,1988-10-04 00:00:00,1,الدوادمي,حائل,2,1,0
10100,مفعل,2022-09-11 00:00:00,2022-07-19 18:41:08,1982-07-21 00:00:00,1,رأس تنورة,المنطقة الشرقية,2,0,0
10101,مفعل,2022-09-11 00:00:00,2022-09-04 14:53:37,1987-03-01 00:00:00,1,شط إبن جازعة,عسير,2,0,0
10102,مفعل,2022-09-28 00:00:00,2022-08-22 13:55:57,1989-10-10 00:00:00,1,جدة,مكة المكرمة,2,0,0
10103,مفعل,2022-09-29 00:00:00,2022-05-11 17:39:57,1998-09-10 00:00:00,1,القطيف,المنطقة الشرقية,2,0,0
10104,مفعل,2022-09-06 00:00:00,2022-02-02 11:41:48,1989-08-26 00:00:00,1,الدوادمي,حائل,2,0,0
10105,مفعل,2022-09-28 00:00:00,2022-09-27 14:42:36,1985-08-06 00:00:00,1,الرياض,الرياض,2,0,0
10106,مفعل,2022-09-29 00:00:00,2022-06-14 20:51:33,1989-08-03 00:00:00,1,ثول,مكة المكرمة,2,1,0
10107,مفعل,2022-09-18 00:00:00,2022-08-28 21:16:16,1989-07-22 00:00:00,1,الرياض,الرياض,2,0,0
10108,مفعل,2022-09-05 00:00:00,2022-08-31 18:49:21,1990-03-18 00:00:00,1,مكة المكرمة,مكة المكرمة,2,0,0
10109,مفعل,2022-09-28 00:00:00,2022-08-10 23:51:33,1989-08-02 00:00:00,1,الدوادمي,حائل,2,0,0
10110,مفعل,2022-09-11 00:00:00,2022-09-02 17:21:49,1983-02-03 00:00:00,1,الرياض,الرياض,2,0,0
10111,مفعل,2022-10-04 00:00:00,2022-09-29 12:01:21,1997-12-17 00:00:00,1,الدوادمي,حائل,1,0,0
10112,مفعل,2022-10-02 00:00:00,2022-08-21 15:45:40,1994-07-23 00:00:00,1,سيهات,المنطقة الشرقية,2,1,0
10113,مفعل,2022-10-17 00:00:00,2022-09-07 22:08:00,1995-04-20 00:00:00,1,الدوادمي,حائل,2,0,0
10114,مفعل,2022-10-27 00:00:00,2022-09-04 18:15:26,1993-06-06 00:00:00,1,بريدة,القصيم,2,0,0
10115,مفعل,2022-10-09 00:00:00,2022-08-13 14:55:27,1984-09-01 00:00:00,1,الرياض,الرياض,2,0,0
10116,مفعل,2022-10-18 00:00:00,2022-09-10 15:28:14,1990-01-24 00:00:00,1,طبرجل,الجوف,3,0,0
10117,مفعل,2022-10-09 00:00:00,2022-08-30 11:02:07,1990-01-14 00:00:00,1,ثول,مكة المكرمة,2,0,0
10118,مفعل,2022-10-04 00:00:00,2022-08-08 08:38:05,1992-03-06 00:00:00,1,جدة,مكة المكرمة,2,0,0
10119,مفعل,2022-10-23 00:00:00,2022-09-04 18:58:52,1995-07-30 00:00:00,1,الدمام,المنطقة الشرقية,3,0,0
10120,مفعل,2022-10-06 00:00:00,2022-08-14 19:45:03,1990-10-11 00:00:00,1,تاروت,المنطقة الشرقية,2,1,0
10121,مفعل,2022-10-23 00:00:00,2022-08-11 21:32:36,1986-03-11 00:00:00,1,حفر الباطن,المنطقة الشرقية,3,0,0
10122,مفعل,2022-10-19 00:00:00,2022-08-30 08:04:16,1988-01-02 00:00:00,1,الحائر (امارة الرياض),الرياض,1,1,0
10123,مفعل,2022-10-23 00:00:00,2022-08-03 22:56:11,1997-08-09 00:00:00,1,الرياض,الرياض,2,0,0
10124,مفعل,2022-10-02 00:00:00,2022-08-15 06:50:10,1994-02-23 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
10125,مفعل,2022-10-30 00:00:00,2022-08-28 16:01:59,1989-01-01 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
10126,مفعل,2022-10-02 00:00:00,2022-02-06 10:38:53,1993-08-18 00:00:00,1,الرياض,الرياض,2,0,0
10127,مفعل,2022-10-06 00:00:00,2022-10-01 19:53:03,1987-06-27 00:00:00,1,الرياض,الرياض,1,0,0
10128,مفعل,2022-10-05 00:00:00,2022-08-28 17:24:47,1991-05-03 00:00:00,1,حويتة,الرياض,2,1,0
10129,مفعل,2022-10-27 00:00:00,2022-08-25 21:33:59,1992-07-02 00:00:00,1,الرياض,الرياض,3,0,0
10130,مفعل,2022-10-11 00:00:00,2022-09-08 09:52:19,1986-03-06 00:00:00,1,تاروت,المنطقة الشرقية,2,1,0
10131,مفعل,2022-10-09 00:00:00,2022-09-04 22:43:58,1984-11-21 00:00:00,1,تاروت,المنطقة الشرقية,3,0,0
10132,مفعل,2022-10-23 00:00:00,2022-09-07 22:49:53,1991-12-30 00:00:00,1,الهمجة,الرياض,2,1,0
10133,مفعل,2022-10-09 00:00:00,2022-06-24 21:19:54,1996-08-22 00:00:00,1,حفرة نساح,الرياض,2,1,0
10134,مفعل,2022-10-09 00:00:00,2022-10-05 17:32:07,1993-03-10 00:00:00,1,عنيزة,القصيم,2,1,0
10135,مفعل,2022-10-25 00:00:00,2022-07-20 04:16:09,1992-04-09 00:00:00,1,ثول,مكة المكرمة,2,1,0
10136,مفعل,2022-10-02 00:00:00,2022-08-29 08:32:28,1983-04-15 00:00:00,1,ثول,مكة المكرمة,2,1,0
10137,مفعل,2022-10-30 00:00:00,2022-01-30 09:17:44,1997-09-25 00:00:00,1,الجبيل,المنطقة الشرقية,3,1,0
10138,مفعل,2022-10-30 00:00:00,2022-10-26 22:41:38,1995-05-25 00:00:00,1,ثول,مكة المكرمة,2,0,0
10139,مفعل,2022-10-30 00:00:00,2022-08-11 13:36:31,1992-06-24 00:00:00,1,ثول,مكة المكرمة,2,1,0
10140,مفعل,2022-10-27 00:00:00,2022-09-18 12:07:49,1994-05-15 00:00:00,1,رجال المع,عسير,3,1,0
10141,مفعل,2022-10-18 00:00:00,2022-08-31 14:52:50,1988-07-15 00:00:00,1,الدمام,المنطقة الشرقية,2,0,0
10142,مفعل,2022-10-05 00:00:00,2022-08-31 18:32:22,1993-12-01 00:00:00,1,الرياض,الرياض,3,0,0
10143,مفعل,2022-10-10 00:00:00,2022-09-01 11:58:23,1993-04-18 00:00:00,1,الدوادمي,حائل,2,0,0
10144,مفعل,2022-10-18 00:00:00,2022-04-04 00:34:12,1999-02-20 00:00:00,1,ثول,مكة المكرمة,2,0,0
10145,مفعل,2022-10-03 00:00:00,2022-10-01 14:22:31,1992-08-16 00:00:00,1,الرياض,الرياض,1,0,0
10146,مفعل,2022-10-30 00:00:00,2022-09-11 08:53:34,1989-02-22 00:00:00,1,الخرج,الرياض,2,0,0
10147,مفعل,2022-10-31 00:00:00,2022-10-30 08:31:38,1997-01-20 00:00:00,1,حفرة نساح,الرياض,1,0,0
10148,مفعل,2022-10-04 00:00:00,2022-08-19 00:19:20,1988-10-24 00:00:00,1,جدة,مكة المكرمة,2,0,0
10149,مفعل,2022-10-05 00:00:00,2022-06-13 12:08:54,1997-04-05 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
10150,مفعل,2022-10-09 00:00:00,2022-01-17 14:47:55,1987-11-02 00:00:00,1,الخبر,المنطقة الشرقية,2,1,0
10151,مفعل,2022-10-03 00:00:00,2022-08-17 22:36:26,1977-06-17 00:00:00,1,الدوادمي,حائل,2,1,0
10152,مفعل,2022-10-30 00:00:00,2022-08-28 14:10:05,1996-03-03 00:00:00,1,الرياض,الرياض,3,0,0
10153,مفعل,2022-10-23 00:00:00,2022-08-14 04:42:22,1981-05-05 00:00:00,1,الحناة,المنطقة الشرقية,2,1,0
10154,مفعل,2022-10-30 00:00:00,2022-10-26 01:31:21,1998-05-25 00:00:00,1,العزيزية,المنطقة الشرقية,2,1,0
10155,مفعل,2022-10-25 00:00:00,2022-09-01 09:30:51,1986-03-21 00:00:00,1,الدمام,المنطقة الشرقية,3,0,0
